Law ID,State,State Postal Abbreviation,FIPS Code,Type of Law,Effect,Type of Change,Effective Date,Effective Date Note,Effective Date Month,Effective Date Day,Effective Date Year,Statutory Citation,Content,Supercession Date,Controlling Law at Beginning of Period (1979),Age for Minimum Age Laws,"Length of Waiting Period (days, handguns)",Additional Context and Notes,Caveats and Ambiguities,Exception Code,Updated Contents?
ME1014,Maine,ME,23,Registration - handguns,,,,,,,,,No law requiring registration of handguns,,1,,,,,,
ME1015,Maine,ME,23,Waiting period - handguns,,,,,,,,,No law imposing waiting period for purchase of handguns,,1,,,,,G,
ME1016,Maine,ME,23,Background checks for sales from dealers - long guns,,,,,,,,,No law requiring background checks for sales from dealers of long guns,,1,,,,,,
ME1017,Maine,ME,23,Child access laws - negligent storage (CAP),,,,,,,,,No law imposing child access laws - negligent storage (CAP),,1,,,,,,
ME1018,Maine,ME,23,Dealer license - long guns,,,,,,,,,No law requiring dealer license for long guns,,1,,,,,,
ME1019,Maine,ME,23,Registration - long guns,,,,,,,,,No law requiring registration of long guns,,1,,,,,,
ME1020,Maine,ME,23,Background checks for private sales - long guns,,,,,,,,,No law requiring background checks for private sales of long guns,,1,,,,,,
ME1021,Maine,ME,23,Minimum purchase and sale age - handguns,Restrictive,Implement,5/1/1976,,5,1,1976,"Me. Stat., 17-A § 554-A","§ 554-A 2. A person is guilty of unlawfully transferring a firearm to a person under 16 years of age if that person, who is not the parent, foster parent or guardian of the person under 16 years of age, knowingly transfers a firearm to a person under 16 years of age. Violation of this subsection is a Class D crime.2-A. A person is guilty of unlawfully selling a firearm to a person 16 years of age or older and under 18 years of age if that person, who is not the parent, foster parent or guardian of the person 16 years of age or older and under 18 years of age, knowingly sells a firearm to a person 16 years of age or older and under 18 years of age.
",,1,16,,,,,
ME1022,Maine,ME,23,Waiting period - long guns,,,,,,,,,No law imposing waiting period for purchase of long guns,,1,,,,,,
ME1023,Maine,ME,23,Prohibited possessor - DVRO - Discretionary,Restrictive,Implement,8/28/1997,,8,28,1997,"Me. Stat., 15 § 393(1)(D)","Is subject to an order of a court of the United States or a state, territory, commonwealth or tribe that restrains that person from harassing, stalking or threatening an intimate partner, as defined in 18 United States Code, Section 921(a), of that person or a child of the intimate partner of that person, or from engaging in other conduct that would place the intimate partner in reasonable fear of bodily injury to the intimate partner or the child, except that this paragraph applies only to a court order that was issued after a hearing for which that person received actual notice and at which that person had the opportunity to participate and that:
(1) Includes a finding that the person represents a credible threat to the physical safety of an intimate partner or a child; or
(2) By its terms, explicitly prohibits the use, attempted use or threatened use of physical force against an intimate partner or a child that would reasonably be expected to cause bodily injury.",,,,,,,,
ME1024,Maine,ME,23,Prohibited possessor - Committed to MH facility,Restrictive,Implement,3/25/2002,,3,25,2002,15 M.R.S.A. § 393,"Possession prohibited.?A person may not own, possess or have under that person's control a firearm, unless that person has obtained a permit under this section, if that person: A-1. Has been convicted of committing or found not criminally responsible by reason of insanity of committing [enumerated felonies]",,,,,"Includes commitments after criminal trials. A person subject to the provisions of subsection 1, paragraph A-1, subparagraphs (1) to (4) or paragraph C as a result of a conviction or adjudication may, after the expiration of 5 years from the date that the person is finally discharged from the sentences imposed as a result of the conviction or adjudication, apply to the Office of the Governor for a permit to carry a firearm subject to subsection 4.",,,
ME1025,Maine,ME,23,Prohibited possessor - DVRO - Ex parte - Discretionary,Restrictive,Implement,8/28/2003,,8,28,2003,"Me. Stat., 19 § 4006","2. Temporary orders. The court may enter temporary orders authorized under subsection 5 that it considers necessary to protect the plaintiff or minor child from abuse, on good cause shown in an ex parte proceeding, which the court shall hear and determine as expeditiously as practicable after the filing of a complaint. Immediate and present danger of abuse to the plaintiff or minor child constitutes good cause. An order remains in effect pending a hearing pursuant to subsection 1.
2-A. Temporary orders; possession of dangerous weapons. The court may direct the defendant not to possess a firearm, muzzle-loading firearm, bow, crossbow or other dangerous weapon for the duration of the temporary order if the complaint demonstrates:
A. Abuse that involves a firearm, muzzle-loading firearm, bow, crossbow or other dangerous weapon; or
B. A heightened risk of immediate abuse to the plaintiff or a minor child. In determining whether a heightened risk of immediate abuse is present, the court shall consider, but is not limited to consideration of, whether:
(1) The temporary order of protection is not likely to achieve its purpose in the absence of such a condition;
(2) The defendant has violated orders of protection;
(3) Past or present abuse to a victim resulted in injury;
(4) The abuse occurred in public; and
(5) The abuse includes:
(a) Threats of suicide or homicide;
(b) Killing or threatening to kill pets;
(c) An escalation of violence;
(d) Stalking behavior or extreme obsession;
(e) Sexual violence;
(f) Excessive alcohol or drug use; and
(g) Abuse against a pregnant victim.",,,,,,,,
ME1026,Maine,ME,23,Prohibited possessor - Committed to MH facility,Restrictive,Implement,7/31/2009,,7,31,2009,15 M.R.S.A. § 393,"Possession prohibited if individual has been:
(1) Committed involuntarily to a hospital pursuant to an order of the District Court under Title 34-B, section 3864 because the person was found to present a likelihood of serious harm, as defined under Title 34-B, section 3801, subsection 4-A, paragraphs A to C;
(2) Found not criminally responsible by reason of insanity with respect to a criminal charge; or (3) Found not competent to stand trial with respect to a criminal charge",,,,,Includes commitment after criminal trials. Details application process for relief.,,,
ME1027,Maine,ME,23,Safety training required - handguns,,,,,,,,,No law requiring safety training for handguns,,1,,,,,,
ME1028,Maine,ME,23,Prohibited Possessor - ERPO,,,,,,,,,No law prohibiting possession of firearms by individuals subject to ERPO,,1,,,,,,
ME1029,Maine,ME,23,Prohibited possessor - DVRO,,,,,,,,,No law prohibiting individuals subject to DVRO from possessing firearms,,1,,,,,,
ME1030,Maine,ME,23,Prohibited possessor - Mental health,,,,,,,,,No law prohibiting individuals with mental health issues from possessing firearms,,1,,,,,,
ME1031,Maine,ME,23,Safety training required - long guns,,,,,,,,,No law requiring safety training for long guns,,1,,,,,,
ME1032,Maine,ME,23,Minimum age for youth possession - long guns,,,,,,,,,No law imposing minimum age for youth possession of long guns,,1,,,,,,
ME1033,Maine,ME,23,Background checks for sales from dealers – Federal – handguns,Restrictive,Implement,2/28/1994,,2,28,1994,18 U.S.C.A. § 922(t),"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 
(A) after the most recent proposal of such transfer by the transferee— 
(i) the transferor has— 
(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 
(II) verified the identity of the transferee by examining the identification document presented; 
(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 
(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transfere",,,,,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),,,1
ME1034,Maine,ME,23,Background checks for sales from dealers – Federal – long guns,Restrictive,Implement,11/30/1998,,11,30,1998,18 U.S.C.A. § 922(t)(1),"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—
(A) before the completion of the transfer, the licensee contacts the national instant crimin",,,,,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,,,1
